price_rub,statezip,sqrtmetres_living,sqrtmetres_lot,bedrooms,bathrooms,floors,view,condition,yr_built,sqrtmetres_above,sqrtmetres_basement
31132000,55,152.356,1335.3446,3,2.25,1,0,4,1963,105.90599999999999,46.449999999999996
46010000,22,171.86499999999998,939.1261,3,2.5,2,0,3,1991,171.86499999999998,0
24424000,76,185.79999999999998,500.731,4,2.5,2,0,3,2003,185.79999999999998,0
31605000,43,130.989,896.2062999999999,3,1.5,1,0,3,1961,130.989,0
32671400,54,139.35,1077.6399999999999,4,1.75,1,0,4,1955,92.89999999999999,46.449999999999996
44720000,29,228.534,5098.8165,3,2.5,2,0,4,1980,228.534,0
15050000,56,93.829,653.4585999999999,3,1,1,0,3,1954,93.829,0
39560000,38,114.267,86.30409999999999,2,2.25,2,0,3,2004,94.758,19.509
29670000,35,216.54989999999998,355.43539999999996,4,2.5,2,0,3,2007,216.54989999999998,0
39130000,22,208.096,721.833,5,2.5,1,0,3,1978,124.48599999999999,83.61
52460000,13,227.605,939.8693,4,3,1,0,5,1967,146.78199999999998,80.823
48418000,54,287.99,1438.0919999999999,4,3,2,0,3,1996,222.95999999999998,65.03
52675000,21,191.374,464.5,4,2,1,0,3,1949,95.687,95.687
18748000,41,171.86499999999998,713.8435999999999,3,1.75,1,0,3,1979,122.628,49.236999999999995
34744000,01,170.936,995.8879999999999,4,1.75,1,0,3,1958,89.184,81.752
73960000,34,347.44599999999997,3011.5393,4,2,2,0,3,2000,347.44599999999997,0
11739000,41,131.918,797.082,3,1.5,1,0,3,1962,131.918,0
26999700,03,140.279,565.1107,3,1,1,0,4,1940,79.89399999999999,60.385
49450000,33,197.87699999999998,603.85,3,1.75,1,2,3,1954,108.693,89.184
105350000,33,324.221,641.5674,4,2.25,2,0,4,1928,211.81199999999998,112.40899999999999
24080000,06,151.427,1096.22,3,1.75,1,0,4,1971,151.427,0
44290000,09,166.291,665.8143,3,2.5,2,0,3,1989,166.291,0
44118000,54,185.79999999999998,528.0436,4,2.5,2,0,3,1996,185.79999999999998,0
51514000,13,209.95399999999998,2780.497,4,2.25,2,0,4,1977,130.06,79.89399999999999
58910000,09,281.48699999999997,730.5656,4,2.5,2,0,3,1999,281.48699999999997,0
31390000,55,121.699,758.064,3,1.5,1,0,3,1950,121.699,0
65557800,09,360.452,1351.695,4,2.5,2,0,3,1987,360.452,0
135880000,08,349.304,1014.468,4,3.25,1.5,0,5,1950,222.95999999999998,126.344
48332000,02,282.416,753.5119,5,2.25,2,0,3,1984,282.416,0
45580000,01,270.339,895.1844,5,2.5,1,0,4,1964,157.001,113.338
45150000,09,275.913,1113.4065,3,2.5,1,0,3,1995,164.433,111.47999999999999
41624000,08,154.214,557.4,2,1.75,1,0,3,1942,107.764,46.449999999999996
62360836,29,297.28,1149.0801,4,2.5,2,0,3,1998,297.28,0
30960000,49,248.97199999999998,1743.5472,4,2,1,0,5,1965,248.97199999999998,0
33282000,51,114.267,888.8671999999999,3,1,1,0,5,1962,114.267,0
41581000,27,254.546,4248.5028,4,2.5,2,0,3,1995,254.546,0
56373000,43,314.002,773.857,4,3.5,2,0,3,2000,314.002,0
29670000,03,103.119,580.625,3,1,1,0,3,1956,103.119,0
45838000,37,167.22,351.162,5,2.75,1.5,0,3,1926,130.06,37.16
33110000,42,176.51,512.808,3,1.75,1,0,3,1982,118.91199999999999,57.598
58050000,13,86.39699999999999,3388.8062,2,1,1,2,3,1951,86.39699999999999,0
16942000,49,157.001,718.5815,3,1.75,1,0,4,1976,98.47399999999999,58.527
41710000,37,131.918,379.032,3,2,1.5,0,3,1905,131.918,0
25370000,41,183.94199999999998,743.1999999999999,3,2.25,1,0,4,1974,144.924,39.018
42914000,37,108.693,222.95999999999998,2,1.75,1,0,4,1903,68.746,39.946999999999996
90300000,14,204.38,183.013,3,2.5,2,0,3,2008,149.569,54.811
16426000,41,74.32,822.165,3,1.5,1,0,4,1959,74.32,0
43000000,38,137.492,108.7859,3,2.5,3,0,3,2006,137.492,0
33540000,46,268.481,464.5,5,3.75,1,0,3,2006,121.699,146.78199999999998
84194000,21,249.90099999999998,375.9663,3,2.5,3,0,3,2014,249.90099999999998,0
49880000,26,331.5601,773.5783,4,3.25,2,0,3,2013,331.5601,0
31815700,37,117.98299999999999,122.628,3,2,3,0,3,2006,117.98299999999999,0
66736000,02,282.416,596.8824999999999,4,2.5,2,0,3,2008,282.416,0
44715700,23,108.693,116.0321,3,2.25,3,0,3,2014,108.693,0
21930000,52,191.374,801.9128,5,2.25,1,0,3,1962,95.687,95.687
42570000,08,91.97099999999999,557.4,3,1,1,0,3,1943,91.97099999999999,0
43860000,07,225.74699999999999,483.3587,4,2.5,2,0,3,2003,225.74699999999999,0
21758000,58,116.125,940.3338,3,1.75,1,0,3,1994,116.125,0
43258000,22,143.066,628.004,3,2.75,1,0,5,1980,112.40899999999999,30.657
23650000,05,148.64,650.3,3,2.5,2,0,4,1993,148.64,0
21414000,24,103.119,782.4966999999999,3,1,1,0,3,1952,103.119,0
26660000,35,170.936,996.1667,3,1.75,1,0,4,1974,113.338,57.598
64500000,04,234.108,501.75289999999995,3,2.75,1,0,4,1946,126.344,107.764
65188000,19,223.88899999999998,887.1021,4,2.75,1,0,4,1956,165.362,58.527
21371000,76,159.78799999999998,930.6722,4,1.75,1,0,5,1960,159.78799999999998,0
26660000,61,192.303,3521.2816,3,1.75,1,0,4,1973,131.918,60.385
39560000,02,163.504,841.2094999999999,3,2,2,0,4,1985,163.504,0
58050000,40,156.072,975.4499999999999,3,1.75,1,0,4,1959,156.072,0
45236000,37,143.995,222.95999999999998,2,2,1.5,0,4,1900,143.995,0
48160000,31,382.748,5610.4168,3,3,2,2,3,1994,295.42199999999997,87.326
35690000,54,170.007,887.0092,4,3,2,0,3,1991,170.007,0
21156000,24,130.06,688.389,3,1,1,0,3,1944,130.06,0
27047000,17,173.72299999999998,1150.1949,3,1.75,1,0,4,1957,173.72299999999998,0
36120000,46,96.616,325.15,2,1.5,1.5,0,4,1904,96.616,0
30100000,19,93.829,869.544,3,1,1,0,3,1981,93.829,0
44290000,01,146.78199999999998,849.7563,3,1.75,1,1,4,1967,112.40899999999999,34.373
64495700,59,241.54,562.045,4,2.75,2,0,5,1949,182.084,59.455999999999996
19780000,56,178.368,852.822,3,2.5,2,0,3,1988,178.368,0
48848000,42,218.315,471.93199999999996,3,2,1.5,0,3,1929,165.362,52.952999999999996
21500000,24,102.19,406.25169999999997,1,1,1,0,2,1947,76.178,26.012
49966000,19,233.179,1272.2655,4,2,1,0,4,1961,118.91199999999999,114.267
55986000,76,300.996,10067.2014,3,2.5,2,0,4,1991,300.996,0
51600000,28,228.534,10116.81,3,2.5,1,0,4,1977,172.79399999999998,55.739999999999995
43000000,38,93.829,360.9165,2,1,1.5,0,4,1906,93.829,0
40850000,37,76.178,252.9667,2,1,1,0,3,1921,76.178,0
30272000,42,224.81799999999998,795.2239999999999,5,2.5,1,2,3,1978,150.498,74.32
36120000,22,164.433,758.5285,3,2.25,2,0,3,1977,164.433,0
36808000,34,125.41499999999999,362.31,2,2,1,0,3,2003,125.41499999999999,0
51514000,03,182.084,444.80519999999996,3,1.75,1,0,4,1920,101.261,80.823
42312000,55,307.0345,1501.6355999999998,4,2.5,1.5,0,5,1922,208.5605,98.47399999999999
54180000,51,236.89499999999998,526.0927,2,2.25,1,0,3,2011,159.78799999999998,77.107
95460000,78,214.599,1235.57,4,1.5,1,0,3,1950,175.581,39.018
49450000,21,153.285,464.5,4,2,1,0,3,1955,153.285,0
60630000,59,246.185,400.9564,4,2.5,1.5,0,3,1905,141.208,104.97699999999999
80840000,38,175.581,551.826,4,2.25,1,1,3,1963,136.563,39.018
26918000,41,203.451,743.1999999999999,3,1.75,1,0,4,1967,203.451,0
53154880,28,188.587,603.85,3,2.5,2,0,3,1988,188.587,0
55040000,51,210.88299999999998,480.7575,3,3,2,0,3,2002,197.87699999999998,13.006
41710000,118,149.569,386.464,3,2,1,0,4,1917,93.829,55.739999999999995
25800000,46,70.604,278.7929,2,1,1,0,3,1913,70.604,0
32637000,34,152.356,1610.4215,2,1,1,0,3,1978,78.036,74.32
29235700,35,151.427,1142.2055,3,2.25,2,0,4,1985,151.427,0
129000000,38,330.724,601.992,6,2.5,2.5,0,4,1914,330.724,0
115240000,33,274.984,510.95,3,3,2,2,3,1937,226.676,48.308
43000000,28,180.226,3489.7884999999997,3,2.5,1,0,4,1987,180.226,0
20631400,63,130.989,702.8814,3,2,1,0,3,1985,130.989,0
27085700,29,96.616,1577.9994,3,1,1,0,4,1968,96.616,0
31070080,64,76.178,594.56,2,1,1,0,4,1944,76.178,0
8600000,49,84.539,2043.8,2,1,1,0,3,1956,84.539,0
41323000,75,202.522,1040.48,4,2.5,1,0,4,1968,202.522,0
24080000,49,148.64,396.7759,3,2.5,2,0,3,2000,148.64,0
37840000,42,139.35,574.122,3,1.75,1,0,4,1947,98.47399999999999,40.876
45580000,08,124.48599999999999,397.98359999999997,3,1,1,0,3,1910,100.332,24.154
48160000,28,172.79399999999998,1242.4446,3,2,1,0,3,1985,172.79399999999998,0
13760000,65,96.616,1216.99,2,1,1,0,5,1912,96.616,0
18055700,17,128.202,1033.9769999999999,3,1.5,1,0,3,1960,128.202,0
19479000,76,152.356,999.7898,3,1.75,1,0,3,1988,104.97699999999999,47.379
32680000,66,278.7,557.4,5,1.75,1,0,5,1958,139.35,139.35
35217000,54,198.80599999999998,1207.7,4,2.75,1,0,3,1968,122.628,76.178
59340000,33,163.504,597.1612,3,2,1,0,4,1942,91.042,72.462
34830000,55,154.214,771.7203,3,2.25,1,0,4,1961,154.214,0
32250000,05,170.007,1211.6018,3,2.5,2,0,3,1990,170.007,0
68297244,33,205.309,794.8524,4,2,1,1,4,1954,112.40899999999999,92.89999999999999
15910000,48,138.421,613.14,4,1,1,0,3,1969,138.421,0
21070000,55,117.054,117.98299999999999,3,1.5,2,0,3,2005,96.616,20.438
131795000,19,396.683,750.2604,5,4.5,2,0,3,2007,315.86,80.823
89440000,19,362.31,779.5239,4,3.5,2,0,3,2006,362.31,0
36550000,37,106.835,95.4083,2,2.5,3,0,3,2008,106.835,0
42570000,49,246.7424,1969.0155,4,2.75,2,0,3,2014,246.7424,0
31390000,42,223.88899999999998,464.77869999999996,5,2.75,1,0,3,2008,130.989,92.89999999999999
35883500,116,149.1974,134.89079999999998,3,2.25,3,0,3,2009,149.1974,0
29235700,37,76.178,63.2649,2,1,3,0,3,2006,76.178,0
52890000,04,143.066,638.4087999999999,2,1,1,0,4,1946,76.178,66.88799999999999
34658000,45,194.161,776.0866,3,2.75,2,0,3,2012,194.161,0
84280000,57,293.56399999999996,1065.5629999999999,5,2.5,1,0,4,1971,165.362,128.202
22188000,41,160.71699999999998,772.928,4,1.75,1,0,3,1977,114.267,46.449999999999996
45838000,03,155.143,379.032,3,1,1,0,3,1967,108.693,46.449999999999996
46225000,30,236.89499999999998,430.127,4,2.5,2,0,3,2005,236.89499999999998,0
71380000,57,282.416,891.9329,5,3,1,0,5,1968,183.013,99.40299999999999
61232000,37,116.125,429.198,3,1,1.5,0,4,1900,106.835,9.29
22532000,49,187.658,579.3244,4,2.5,2,0,3,2002,187.658,0
64834368,20,247.114,510.95,4,2.5,2,2,3,2003,247.114,0
11524000,67,91.042,464.5,2,1.5,2,0,3,1922,91.042,0
34572000,22,182.084,743.1999999999999,3,2.5,1,0,4,1977,119.841,62.242999999999995
17630000,10,66.88799999999999,468.216,2,1,1,0,3,1955,66.88799999999999,0
47613900,38,126.344,125.32209999999999,2,2.5,2,0,3,1997,97.545,28.799
48155700,34,173.72299999999998,459.85499999999996,2,2,1,0,3,2006,173.72299999999998,0
22360000,65,197.87699999999998,817.52,4,1.5,1,0,3,1962,102.19,95.687
23220000,76,168.149,604.6861,4,2.5,2,0,3,1994,168.149,0
25370000,28,204.38,8295.7842,2,1.75,1,0,3,1973,102.19,102.19
61834000,59,157.001,418.05,3,2.5,1.5,1,4,1928,157.001,0
22876000,63,180.226,794.0163,3,2.5,1,0,3,1989,135.634,44.592
28027400,76,215.528,582.483,4,2.5,2,0,3,2004,215.528,0
55685000,24,191.374,2418.7444,4,1.75,1,0,4,1947,107.764,83.61
89354000,46,316.789,464.5,4,1,2,0,5,1910,203.451,113.338
48934000,34,209.025,3872.8152,4,2.25,2,0,3,1980,209.025,0
21156000,61,129.131,687.3670999999999,3,1.75,1,0,4,1975,129.131,0
44290000,37,98.47399999999999,460.784,2,1,1,0,3,1926,98.47399999999999,0
17802000,48,138.421,835.6355,3,1,1,0,4,1954,138.421,0
67080000,78,230.392,854.2155,4,1.75,1,0,3,1950,129.131,101.261
42139140,76,226.676,1934.9212,5,2.25,1.5,0,4,1975,226.676,0
28810000,82,208.096,8140.362499999999,3,1.5,1.5,0,2,1980,137.492,70.604
25370000,17,178.368,671.5740999999999,3,2.5,2,0,3,1993,178.368,0
33110000,116,175.581,921.568,3,1.75,1,0,3,1944,114.267,61.314
30100000,63,209.025,1255.5435,4,1.75,1,0,4,1940,199.73499999999999,9.29
20210000,42,117.98299999999999,279.4432,2,1,1,0,4,1923,60.385,57.598
30788000,36,89.184,167.9632,2,1.5,2,0,3,1993,89.184,0
61619000,30,305.64099999999996,600.5985,4,2.5,2,0,3,2002,305.64099999999996,0
19608000,66,185.79999999999998,568.548,4,1.75,1,0,3,1965,102.19,83.61
34830000,43,94.758,757.5994999999999,2,1,1,0,4,1948,94.758,0
46268000,02,170.936,891.8399999999999,4,1.75,1,0,3,1967,113.338,57.598
45580000,01,183.94199999999998,628.004,3,1.75,1,0,4,1973,183.94199999999998,0
150500000,38,326.079,535.1039999999999,6,3,2.5,0,4,1906,326.079,0
54696000,04,114.267,334.44,2,1.75,1.5,0,5,1925,114.267,0
46010000,27,211.81199999999998,6116.1644,4,2.5,2,0,3,2004,211.81199999999998,0
129000000,78,225.74699999999999,1185.1253,3,1.75,1,2,4,1952,124.48599999999999,101.261
74691000,51,271.268,366.2118,3,2.5,3,0,3,2008,271.268,0
45580000,03,211.81199999999998,264.765,4,2.75,1.5,0,4,1930,143.066,68.746
38700000,27,140.279,4046.7239999999997,3,2,1,0,3,1954,140.279,0
19780000,68,88.255,557.4,3,1.75,1,0,3,1939,73.39099999999999,14.863999999999999
19694000,66,110.551,278.7,3,2.5,2,0,3,2002,110.551,0
37582000,02,121.699,862.2977999999999,3,1.75,1,0,4,1976,121.699,0
112402000,62,260.12,297.28,5,3.25,1.5,0,5,1932,177.439,82.681
51170000,19,162.575,311.5866,3,2.5,2,0,4,1991,162.575,0
